rating,text,title
4,"Bought this tablet to replace a 3 year old Galaxy Tab. This tablet is quick and easy to use, relatively streamlined. The screen is nice and the stereo speakers, while tiny, sound better than my old tablet. The modified Android system that Amazon is running on this tablet is good, just a bit restrictive. All in all a good tab for general browsing and popular apps.Pros:-Price-Performance-Feels sturdy-Easy to navigate-Silk browser works greatCons:-Not all apps are supported on here, like Telegram-Ads on lock screen feel unnecessary, but not a hindrance-Not as customizable as other Android tabs",Capable tablet at a bargain price.
4,"I bought this tablet mostly for watching movies. I downloaded movies from Netflix and watch them during indoor bike training at the gym. I love the ability to expand the memory with a microSD card, which iPads do not. It's pretty fast and has all the features I need. I read kindle books with it as well. The drawback is that some apps are not compatible with this device. The iPad is definitely more powerful and compatible with many apps I use, but this is a great tablet for most of my current interests.",Good tablet for the price
4,Nice little tablet for the money. A few ads to deal with.,Good for the money
4,and it out performs some of the bigger name brand tablets out there. if you looking for a good video and somewhat customizable tablet at a great price do not pass this up.,picked one up for fun
4,"This is my third Kindle. My sister bought me my first one and I said I didn't need it and probably wouldn't use it. I was so wrong! I use it everyday. When it died, I bought another one and then a third. I can't live without a kindle.",Good value
4,"Bought this for my 2 yr old. Easy to use. Good parental controls. As long as you're not comparing it directly to an iPad, then it's a pretty good tablet for the $$",Good for kids
4,We bought the tablet for our kid and it actually is good for her.,It nice
4,"Great little tablet to take with you, great for kids",Good value
4,Only problem is that it is impossible to read or do anything on the KindleFire with any light in the room at all; far worse than impossible in sunlight. There should be some sort of temporary screen or other add-on that can be used with the device when in sunny or bright locations.,"Excellent tablet for games, reading, email, photos"
4,I like this and the price is right enjoying it now,great
4,I have a nexus 9 but it is painstakingly slow so I wanted something that does not lag Everytime I try to use the browser and does not freeze whilst playing games and this gets the job done very well. The battery life is also very good. Highly recommended for casual browsing and games.,Excellent tablet for the price.
4,"Great tablet, only thing needed is a better camera. However, for the price, it can't be beat.","Great, easy to use tablet"
4,Better than I expected for the price. Works good and I would fully recommend,Enter than I thought
4,"I like this tablet, its thin, light and easy to use. It's great for kids and adults as well.",Good lightweight Tablet
4,Have been pleased with my purchase of the Fire HD8 as it's video quality is great when viewing ESPN3/Netflix/YouTube Tutorials.The ability to easily load and read my saved textbooks within the Amazon Kindle App is fantastic for a fraction of the price for an IPAD. : ),Great intro tablet
4,It's actually a very good product for a decent price. Not lightning fast but it is okay for everyday use.,"Okay, but not the best"
4,"This is a good product but the one I bought stops working after three or four typed sentences and the Geek Squad guy told me when I brought it back that I had to go into settings and clear the data when it does that. WRONG ANSWER. That should never have to be done. He had no idea what he was doing and North Haven Best Buy didn't offer to fix or replace my Kindle. This is the third product I have had to go back and either return or exchange because it wasn't working properly or at all. One manager tried to excuse the store by asking me if I understand Best Buy doesn't actually manufacture these products. If that is the best they can do to explain why they, as the Point of Sale, keep selling defective products, the North Haven store has a big problem.",Very easy to use.
